ItemsetSize,Items,Support
4,"attr_12,attr_14,attr_15,attr_41",0.454000
4,"attr_12,attr_14,attr_15,attr_66",0.499800
4,"attr_12,attr_14,attr_15,attr_25",0.522500
4,"attr_12,attr_14,attr_15,attr_43",0.514200
4,"attr_12,attr_14,attr_18,attr_41",0.483200
4,"attr_12,attr_14,attr_18,attr_66",0.532500
4,"attr_12,attr_14,attr_18,attr_25",0.538100
4,"attr_12,attr_14,attr_18,attr_43",0.544800
4,"attr_12,attr_14,attr_17,attr_41",0.483400
4,"attr_12,attr_14,attr_17,attr_66",0.532900
4,"attr_12,attr_14,attr_17,attr_25",0.538200
4,"attr_12,attr_14,attr_17,attr_43",0.545100
4,"attr_12,attr_14,attr_41,attr_66",0.409900
4,"attr_12,attr_14,attr_41,attr_43",0.426700
4,"attr_12,attr_14,attr_25,attr_43",0.472500
4,"attr_12,attr_38,attr_41,attr_66",0.416900
4,"attr_12,attr_38,attr_41,attr_43",0.430300
4,"attr_12,attr_22,attr_27,attr_31",0.564600
4,"attr_12,attr_22,attr_27,attr_41",0.478000
4,"attr_12,attr_22,attr_27,attr_66",0.501600
4,"attr_12,attr_22,attr_27,attr_43",0.508000
4,"attr_12,attr_22,attr_31,attr_63",0.420500
4,"attr_12,attr_22,attr_31,attr_41",0.541600
4,"attr_12,attr_22,attr_31,attr_66",0.564400
4,"attr_12,attr_22,attr_31,attr_43",0.572300
4,"attr_12,attr_22,attr_24,attr_43",0.412400
4,"attr_12,attr_22,attr_41,attr_66",0.472800
4,"attr_12,attr_22,attr_41,attr_43",0.485600
4,"attr_12,attr_22,attr_25,attr_43",0.477200
4,"attr_12,attr_27,attr_31,attr_63",0.524600
4,"attr_12,attr_27,attr_31,attr_8",0.436000
4,"attr_12,attr_27,attr_31,attr_41",0.661000
4,"attr_12,attr_27,attr_31,attr_66",0.696700
4,"attr_12,attr_27,attr_31,attr_43",0.705500
4,"attr_12,attr_27,attr_63,attr_66",0.476100
4,"attr_12,attr_27,attr_41,attr_66",0.578900
4,"attr_12,attr_27,attr_41,attr_43",0.593100
4,"attr_12,attr_21,attr_23,attr_31",0.417800
4,"attr_12,attr_21,attr_31,attr_63",0.549800
4,"attr_12,attr_21,attr_31,attr_80",0.403000
4,"attr_12,attr_21,attr_31,attr_8",0.458400
4,"attr_12,attr_21,attr_31,attr_41",0.687900
4,"attr_12,attr_21,attr_31,attr_66",0.727800
4,"attr_12,attr_21,attr_31,attr_43",0.737200
4,"attr_12,attr_21,attr_24,attr_63",0.414900
4,"attr_12,attr_21,attr_24,attr_8",0.479100
4,"attr_12,attr_21,attr_24,attr_41",0.498400
4,"attr_12,attr_21,attr_24,attr_66",0.530700
4,"attr_12,attr_21,attr_24,attr_25",0.471700
4,"attr_12,attr_21,attr_24,attr_43",0.556900
4,"attr_12,attr_21,attr_63,attr_66",0.498200
4,"attr_12,attr_21,attr_41,attr_66",0.602100
4,"attr_12,attr_21,attr_41,attr_43",0.616900
4,"attr_12,attr_21,attr_25,attr_43",0.578400
4,"attr_12,attr_31,attr_63,attr_66",0.517700
4,"attr_12,attr_31,attr_41,attr_66",0.639900
4,"attr_12,attr_31,attr_41,attr_43",0.657600
4,"attr_12,attr_24,attr_41,attr_66",0.457400
4,"attr_12,attr_24,attr_41,attr_43",0.482400
4,"attr_12,attr_24,attr_25,attr_43",0.472100
4,"attr_12,attr_15,attr_18,attr_8",0.421200
4,"attr_12,attr_15,attr_18,attr_41",0.615200
4,"attr_12,attr_15,attr_18,attr_66",0.663900
4,"attr_12,attr_15,attr_18,attr_25",0.590600
4,"attr_12,attr_15,attr_18,attr_43",0.674000
4,"attr_12,attr_15,attr_17,attr_8",0.421900
4,"attr_12,attr_15,attr_17,attr_41",0.616400
4,"attr_12,attr_15,attr_17,attr_66",0.665200
4,"attr_12,attr_15,attr_17,attr_25",0.591800
4,"attr_12,attr_15,attr_17,attr_43",0.675300
4,"attr_12,attr_15,attr_41,attr_66",0.524500
4,"attr_12,attr_15,attr_41,attr_43",0.538700
4,"attr_12,attr_15,attr_25,attr_43",0.518800
4,"attr_12,attr_18,attr_41,attr_66",0.657200
4,"attr_12,attr_18,attr_41,attr_43",0.674800
4,"attr_12,attr_18,attr_25,attr_43",0.650300
4,"attr_12,attr_17,attr_41,attr_66",0.658500
4,"attr_12,attr_17,attr_41,attr_43",0.676000
4,"attr_12,attr_17,attr_25,attr_43",0.651300
4,"attr_14,attr_27,attr_31,attr_41",0.412000
4,"attr_14,attr_27,attr_31,attr_66",0.439700
4,"attr_14,attr_27,attr_31,attr_43",0.449300
4,"attr_14,attr_21,attr_31,attr_41",0.428100
4,"attr_14,attr_21,attr_31,attr_66",0.459000
4,"attr_14,attr_21,attr_31,attr_43",0.468800
4,"attr_14,attr_21,attr_25,attr_43",0.424000
4,"attr_14,attr_31,attr_41,attr_43",0.415800
4,"attr_14,attr_15,attr_18,attr_41",0.454200
4,"attr_14,attr_15,attr_18,attr_66",0.500000
4,"attr_14,attr_15,attr_18,attr_25",0.522900
4,"attr_14,attr_15,attr_18,attr_43",0.514400
4,"attr_14,attr_15,attr_17,attr_41",0.454400
4,"attr_14,attr_15,attr_17,attr_66",0.500500
4,"attr_14,attr_15,attr_17,attr_25",0.523300
4,"attr_14,attr_15,attr_17,attr_43",0.514800
4,"attr_14,attr_15,attr_41,attr_43",0.402500
4,"attr_14,attr_15,attr_25,attr_43",0.459800
4,"attr_14,attr_18,attr_41,attr_66",0.410000
4,"attr_14,attr_18,attr_41,attr_43",0.426800
4,"attr_14,attr_18,attr_25,attr_43",0.472900
4,"attr_14,attr_17,attr_41,attr_66",0.410300
4,"attr_14,attr_17,attr_41,attr_43",0.427000
4,"attr_14,attr_17,attr_25,attr_43",0.473100
4,"attr_22,attr_27,attr_31,attr_41",0.468200
4,"attr_22,attr_27,attr_31,attr_66",0.483700
4,"attr_22,attr_27,attr_31,attr_43",0.490500
4,"attr_22,attr_27,attr_41,attr_66",0.408800
4,"attr_22,attr_27,attr_41,attr_43",0.418300
4,"attr_22,attr_31,attr_41,attr_66",0.462900
4,"attr_22,attr_31,attr_41,attr_43",0.475500
4,"attr_27,attr_31,attr_63,attr_66",0.448300
4,"attr_27,attr_31,attr_41,attr_66",0.564200
4,"attr_27,attr_31,attr_41,attr_43",0.579200
4,"attr_21,attr_31,attr_63,attr_66",0.470400
4,"attr_21,attr_31,attr_41,attr_66",0.587900
4,"attr_21,attr_31,attr_41,attr_43",0.603400
4,"attr_21,attr_24,attr_41,attr_66",0.417200
4,"attr_21,attr_24,attr_41,attr_43",0.439500
4,"attr_21,attr_24,attr_25,attr_43",0.418100
4,"attr_15,attr_18,attr_41,attr_66",0.523700
4,"attr_15,attr_18,attr_41,attr_43",0.537800
4,"attr_15,attr_18,attr_25,attr_43",0.518100
4,"attr_15,attr_17,attr_41,attr_66",0.525600
4,"attr_15,attr_17,attr_41,attr_43",0.539700
4,"attr_15,attr_17,attr_25,attr_43",0.520300
5,"attr_16,attr_28,attr_31,attr_41,attr_66",0.478900
5,"attr_16,attr_28,attr_31,attr_41,attr_43",0.494400
5,"attr_16,attr_22,attr_27,attr_31,attr_41",0.463300
5,"attr_16,attr_22,attr_27,attr_31,attr_66",0.478200
5,"attr_16,attr_22,attr_27,attr_31,attr_43",0.485400
5,"attr_16,attr_22,attr_27,attr_41,attr_66",0.403600
5,"attr_16,attr_22,attr_27,attr_41,attr_43",0.413300
5,"attr_16,attr_22,attr_31,attr_41,attr_66",0.456600
5,"attr_16,attr_22,attr_31,attr_41,attr_43",0.469500
5,"attr_16,attr_27,attr_31,attr_63,attr_66",0.440300
5,"attr_16,attr_27,attr_31,attr_41,attr_66",0.555500
5,"attr_16,attr_27,attr_31,attr_41,attr_43",0.571500
5,"attr_16,attr_21,attr_31,attr_63,attr_66",0.461400
5,"attr_16,attr_21,attr_31,attr_41,attr_66",0.577800
5,"attr_16,attr_21,attr_31,attr_41,attr_43",0.594300
5,"attr_16,attr_21,attr_24,attr_41,attr_66",0.408700
5,"attr_16,attr_21,attr_24,attr_41,attr_43",0.431500
5,"attr_16,attr_21,attr_24,attr_25,attr_43",0.409500
5,"attr_12,attr_14,attr_27,attr_31,attr_41",0.411800
5,"attr_12,attr_14,attr_27,attr_31,attr_66",0.439400
5,"attr_12,attr_14,attr_27,attr_31,attr_43",0.449000
5,"attr_12,attr_14,attr_21,attr_31,attr_41",0.427700
5,"attr_12,attr_14,attr_21,attr_31,attr_66",0.458500
5,"attr_12,attr_14,attr_21,attr_31,attr_43",0.468400
5,"attr_12,attr_14,attr_21,attr_25,attr_43",0.423400
5,"attr_12,attr_14,attr_31,attr_41,attr_43",0.415500
5,"attr_12,attr_14,attr_15,attr_18,attr_41",0.453900
5,"attr_12,attr_14,attr_15,attr_18,attr_66",0.499500
5,"attr_12,attr_14,attr_15,attr_18,attr_25",0.522400
5,"attr_12,attr_14,attr_15,attr_18,attr_43",0.514000
5,"attr_12,attr_14,attr_15,attr_17,attr_41",0.454000
5,"attr_12,attr_14,attr_15,attr_17,attr_66",0.499800
5,"attr_12,attr_14,attr_15,attr_17,attr_25",0.522500
5,"attr_12,attr_14,attr_15,attr_17,attr_43",0.514200
5,"attr_12,attr_14,attr_15,attr_41,attr_43",0.402200
5,"attr_12,attr_14,attr_15,attr_25,attr_43",0.459200
5,"attr_12,attr_14,attr_18,attr_41,attr_66",0.409700
5,"attr_12,attr_14,attr_18,attr_41,attr_43",0.426600
5,"attr_12,attr_14,attr_18,attr_25,attr_43",0.472500
5,"attr_12,attr_14,attr_17,attr_41,attr_66",0.409900
5,"attr_12,attr_14,attr_17,attr_41,attr_43",0.426700
5,"attr_12,attr_14,attr_17,attr_25,attr_43",0.472500
5,"attr_12,attr_22,attr_27,attr_31,attr_41",0.468200
5,"attr_12,attr_22,attr_27,attr_31,attr_66",0.483600
5,"attr_12,attr_22,attr_27,attr_31,attr_43",0.490400
5,"attr_12,attr_22,attr_27,attr_41,attr_66",0.408800
5,"attr_12,attr_22,attr_27,attr_41,attr_43",0.418300
5,"attr_12,attr_22,attr_31,attr_41,attr_66",0.462800
5,"attr_12,attr_22,attr_31,attr_41,attr_43",0.475500
5,"attr_12,attr_27,attr_31,attr_63,attr_66",0.447300
5,"attr_12,attr_27,attr_31,attr_41,attr_66",0.563100
5,"attr_12,attr_27,attr_31,attr_41,attr_43",0.578200
5,"attr_12,attr_21,attr_31,attr_63,attr_66",0.469200
5,"attr_12,attr_21,attr_31,attr_41,attr_66",0.586600
5,"attr_12,attr_21,attr_31,attr_41,attr_43",0.602300
5,"attr_12,attr_21,attr_24,attr_41,attr_66",0.416300
5,"attr_12,attr_21,attr_24,attr_41,attr_43",0.438800
5,"attr_12,attr_21,attr_24,attr_25,attr_43",0.417000
5,"attr_12,attr_15,attr_18,attr_41,attr_66",0.523300
5,"attr_12,attr_15,attr_18,attr_41,attr_43",0.537500
5,"attr_12,attr_15,attr_18,attr_25,attr_43",0.517600
5,"attr_12,attr_15,attr_17,attr_41,attr_66",0.524300
5,"attr_12,attr_15,attr_17,attr_41,attr_43",0.538500
5,"attr_12,attr_15,attr_17,attr_25,attr_43",0.518600
5,"attr_14,attr_15,attr_18,attr_41,attr_43",0.402400
5,"attr_14,attr_15,attr_18,attr_25,attr_43",0.459600
5,"attr_14,attr_15,attr_17,attr_41,attr_43",0.402500
5,"attr_14,attr_15,attr_17,attr_25,attr_43",0.459800
5,"attr_22,attr_27,attr_31,attr_41,attr_66",0.400600
5,"attr_22,attr_27,attr_31,attr_41,attr_43",0.410600
6,"attr_16,attr_22,attr_27,attr_31,attr_41,attr_43",0.406300
6,"attr_12,attr_14,attr_15,attr_18,attr_41,attr_43",0.402200
6,"attr_12,attr_14,attr_15,attr_18,attr_25,attr_43",0.459200
6,"attr_12,attr_14,attr_15,attr_17,attr_41,attr_43",0.402200
6,"attr_12,attr_14,attr_15,attr_17,attr_25,attr_43",0.459200
6,"attr_12,attr_22,attr_27,attr_31,attr_41,attr_66",0.400600
6,"attr_12,attr_22,attr_27,attr_31,attr_41,attr_43",0.410600
