Size,Items,Support
3,"19,3,66",0.533479
3,"19,3,9",0.506571
3,"19,3,60",0.551001
3,"19,25,48",0.518148
3,"19,25,62",0.516896
3,"19,25,66",0.514706
3,"19,25,9",0.484668
3,"19,25,60",0.538173
3,"19,48,62",0.544118
3,"19,48,66",0.547872
3,"19,48,9",0.515645
3,"19,48,60",0.571652
3,"19,62,66",0.553191
3,"19,62,9",0.527534
3,"19,66,9",0.525657
3,"11,29,34",0.626095
3,"11,29,58",0.661139
3,"11,29,40",0.653317
3,"11,29,3",0.597309
3,"11,29,48",0.604193
3,"11,29,62",0.629224
3,"11,29,66",0.617334
3,"11,29,9",0.615457
3,"11,29,70",0.442741
3,"11,29,60",0.649562
3,"11,34,58",0.627034
3,"11,34,40",0.620150
3,"11,34,48",0.570088
3,"11,34,62",0.597309
3,"11,34,66",0.586984
3,"11,34,9",0.586045
3,"11,34,70",0.430851
3,"11,34,60",0.615457
3,"11,58,62",0.633917
3,"11,58,66",0.619524
3,"11,58,9",0.617647
3,"11,58,70",0.442428
3,"11,58,60",0.653317
3,"11,40,48",0.600751
3,"11,40,62",0.629224
3,"11,40,66",0.612328
3,"11,40,9",0.611076
3,"11,40,70",0.442741
3,"11,40,60",0.645807
3,"11,3,48",0.545056
3,"11,3,62",0.571026
3,"11,3,66",0.561014
3,"11,3,9",0.559136
3,"11,3,70",0.406133
3,"11,3,60",0.587922
3,"11,25,48",0.528473
3,"11,25,62",0.534731
3,"11,25,66",0.525031
3,"11,25,9",0.516583
3,"11,25,60",0.555382
3,"11,48,62",0.576658
3,"11,48,66",0.573529
3,"11,48,9",0.560701
3,"11,48,60",0.602628
3,"11,62,66",0.589487
3,"11,62,9",0.586984
3,"11,62,70",0.429599
3,"11,66,9",0.576658
3,"11,66,70",0.408323
3,"23,29,34",0.541302
3,"23,29,58",0.566333
3,"23,29,40",0.565707
3,"23,29,3",0.556320
3,"23,29,48",0.537547
3,"23,29,62",0.536608
3,"23,29,66",0.513767
3,"23,29,9",0.506258
3,"23,29,60",0.552253
3,"23,34,58",0.541302
3,"23,34,40",0.540676
3,"23,34,48",0.512516
3,"23,34,62",0.512829
3,"23,34,66",0.493116
3,"23,34,9",0.486546
3,"23,34,60",0.527222
3,"23,58,62",0.538798
3,"23,58,66",0.513767
3,"23,58,9",0.507509
3,"23,58,60",0.553817
3,"23,40,48",0.539111
3,"23,40,62",0.538798
3,"23,40,66",0.513767
3,"23,40,9",0.507196
3,"23,40,60",0.553504
3,"23,3,48",0.530038
3,"23,3,62",0.527847
3,"23,3,66",0.513767
3,"23,3,9",0.496245
3,"23,3,60",0.545682
3,"23,25,48",0.469650
3,"23,25,62",0.466834
3,"23,25,66",0.447434
3,"23,25,9",0.433354
3,"23,25,60",0.484043
3,"23,48,62",0.510013
3,"23,48,66",0.495932
3,"23,48,9",0.478723
3,"23,48,60",0.531289
3,"23,62,66",0.486233
3,"23,62,9",0.480601
3,"23,66,9",0.457760
3,"29,34,58",0.949625
3,"29,34,40",0.942741
3,"29,34,48",0.892678
3,"29,34,62",0.910200
3,"29,34,66",0.901752
3,"29,34,9",0.860763
3,"29,34,70",0.616083
3,"29,34,60",0.935857
3,"29,58,62",0.952753
3,"29,58,66",0.942428
3,"29,58,9",0.896433
3,"29,58,70",0.627660
3,"29,58,60",0.980914
3,"29,40,48",0.929912
3,"29,40,62",0.948060
3,"29,40,66",0.935232
3,"29,40,9",0.889862
3,"29,40,70",0.627972
3,"29,40,60",0.973404
3,"29,3,48",0.836045
3,"29,3,62",0.852315
3,"29,3,66",0.845745
3,"29,3,9",0.804443
3,"29,3,70",0.577284
3,"29,3,60",0.877660
3,"29,48,62",0.895494
3,"29,48,66",0.896433
3,"29,48,9",0.839487
3,"29,48,70",0.575094
3,"29,48,60",0.930225
3,"29,62,66",0.902378
3,"29,62,9",0.857947
3,"29,62,70",0.612954
3,"29,66,9",0.848248
3,"29,66,70",0.587610
3,"34,58,62",0.911452
3,"34,58,66",0.902691
3,"34,58,9",0.861076
3,"34,58,70",0.615770
3,"34,58,60",0.936796
3,"34,40,48",0.886733
3,"34,40,62",0.907697
3,"34,40,66",0.896433
3,"34,40,9",0.855131
3,"34,40,70",0.616083
3,"34,40,60",0.930225
3,"34,48,62",0.854193
3,"34,48,66",0.856696
3,"34,48,9",0.804130
3,"34,48,70",0.563204
3,"34,48,60",0.886108
3,"34,62,66",0.865457
3,"34,62,9",0.825094
3,"34,62,70",0.601377
3,"34,66,9",0.816646
3,"34,66,70",0.578223
3,"14,58,62",0.453066
3,"14,58,66",0.461202
3,"14,58,60",0.461202
3,"14,40,48",0.442741
3,"14,40,62",0.448373
3,"14,40,66",0.456508
3,"14,40,60",0.456508
3,"14,3,48",0.403004
3,"14,3,62",0.406758
3,"14,3,66",0.414894
3,"14,3,60",0.414894
3,"14,25,48",0.419274
3,"14,25,62",0.421151
3,"14,25,66",0.428661
3,"14,25,60",0.428661
3,"14,48,62",0.439299
3,"14,48,66",0.447434
3,"14,48,60",0.447434
3,"14,62,66",0.453066
3,"13,58,62",0.504380
3,"13,58,66",0.483730
3,"13,58,9",0.513141
3,"13,58,60",0.523780
3,"13,40,48",0.491865
3,"13,40,62",0.504380
3,"13,40,66",0.481227
3,"13,40,9",0.510325
3,"13,40,60",0.520964
3,"13,3,48",0.433041
3,"13,3,62",0.445557
3,"13,3,66",0.430851
3,"13,3,9",0.455882
3,"13,3,60",0.462766
3,"13,25,48",0.440864
3,"13,25,62",0.435544
3,"13,25,66",0.420839
3,"13,25,9",0.442428
3,"13,25,60",0.457447
3,"13,48,62",0.460889
3,"13,48,66",0.451502
3,"13,48,9",0.469962
3,"13,48,60",0.486859
3,"13,62,66",0.451815
3,"13,62,9",0.479349
3,"13,66,9",0.463705
3,"58,62,66",0.904881
3,"58,62,9",0.860451
3,"58,62,70",0.612954
3,"58,66,9",0.849186
3,"58,66,70",0.587297
3,"40,48,62",0.895494
3,"40,48,66",0.891427
3,"40,48,9",0.835106
3,"40,48,70",0.575094
3,"40,48,60",0.926471
3,"40,62,66",0.900188
3,"40,62,9",0.856696
3,"40,62,70",0.612954
3,"40,66,9",0.842929
3,"40,66,70",0.587610
3,"3,48,62",0.800063
3,"3,48,66",0.801940
3,"3,48,9",0.752190
3,"3,48,70",0.529412
3,"3,48,60",0.829161
3,"3,62,66",0.810701
3,"3,62,9",0.772215
3,"3,62,70",0.567584
3,"3,66,9",0.765957
3,"3,66,70",0.544118
3,"25,48,62",0.821965
3,"25,48,66",0.820088
3,"25,48,9",0.760951
3,"25,48,70",0.508448
3,"25,48,60",0.854506
3,"25,62,66",0.813517
3,"25,62,9",0.761264
3,"25,62,70",0.529412
3,"25,66,9",0.753755
3,"25,66,70",0.509074
3,"48,62,66",0.858573
3,"48,62,9",0.803191
3,"48,62,70",0.560075
3,"48,66,9",0.803191
3,"48,66,70",0.544743
3,"62,66,9",0.812578
3,"62,66,70",0.573529
5,"46,5,54,74,9",0.410826
5,"46,5,54,7,9",0.444618
5,"46,5,54,56,58",0.498123
5,"46,5,54,56,62",0.482791
5,"46,5,54,56,66",0.465895
5,"46,5,54,56,9",0.454944
5,"46,5,54,56,60",0.486233
5,"46,5,54,58,62",0.505006
5,"46,5,54,58,66",0.491865
5,"46,5,54,58,9",0.469024
5,"46,5,54,58,60",0.512203
5,"46,5,54,62,66",0.473717
5,"46,5,54,62,9",0.450876
5,"46,5,54,66,9",0.439925
5,"46,5,64,66,9",0.538798
5,"46,5,56,58,62",0.674906
5,"46,5,56,58,66",0.666145
5,"46,5,56,58,9",0.629850
5,"46,5,56,58,70",0.432416
5,"46,5,56,58,60",0.686483
5,"46,5,56,62,66",0.643617
5,"46,5,56,62,9",0.606696
5,"46,5,56,62,70",0.420526
5,"46,5,56,66,9",0.600751
5,"46,5,56,66,70",0.405507
5,"46,5,50,52,58",0.447434
5,"46,5,50,52,62",0.436170
5,"46,5,50,52,66",0.428035
5,"46,5,50,52,9",0.407697
5,"46,5,50,52,60",0.439299
5,"46,5,50,58,62",0.437735
5,"46,5,50,58,66",0.429599
5,"46,5,50,58,9",0.408636
5,"46,5,50,58,60",0.440864
5,"46,5,50,62,66",0.418335
5,"46,5,52,58,62",0.711202
5,"46,5,52,58,66",0.709950
5,"46,5,52,58,9",0.659574
5,"46,5,52,58,70",0.451502
5,"46,5,52,58,60",0.730288
5,"46,5,52,62,66",0.679912
5,"46,5,52,62,9",0.630476
5,"46,5,52,62,70",0.437422
5,"46,5,52,66,9",0.630476
5,"46,5,52,66,70",0.424593
5,"46,5,58,62,66",0.683354
5,"46,5,58,62,9",0.632979
5,"46,5,58,62,70",0.439299
5,"46,5,58,66,9",0.632666
5,"46,5,58,66,70",0.426158
5,"46,5,62,66,9",0.604506
5,"46,5,62,66,70",0.413016
5,"46,54,56,58,62",0.518773
5,"46,54,56,58,66",0.494681
5,"46,54,56,58,9",0.487484
5,"46,54,56,58,60",0.523467
5,"46,54,56,62,66",0.479662
5,"46,54,56,62,9",0.470901
5,"46,54,56,66,9",0.450876
5,"46,54,58,62,66",0.501877
5,"46,54,58,62,9",0.482165
5,"46,54,58,66,9",0.464956
5,"46,54,62,66,9",0.446809
5,"46,56,58,62,66",0.687422
5,"46,56,58,62,9",0.651439
5,"46,56,58,62,70",0.440238
5,"46,56,58,66,9",0.639549
5,"46,56,58,66,70",0.421464
5,"46,56,62,66,9",0.616083
5,"46,56,62,66,70",0.410513
5,"46,50,52,58,62",0.466834
5,"46,50,52,58,66",0.454005
5,"46,50,52,58,9",0.435857
5,"46,50,52,58,60",0.469962
5,"46,50,52,62,66",0.442741
5,"46,50,52,62,9",0.426471
5,"46,50,52,66,9",0.413955
5,"46,50,58,62,66",0.444305
5,"46,50,58,62,9",0.427409
5,"46,50,58,66,9",0.414894
5,"46,50,62,66,9",0.405507
5,"46,52,58,62,66",0.723717
5,"46,52,58,62,9",0.675219
5,"46,52,58,62,70",0.457134
5,"46,52,58,66,9",0.669274
5,"46,52,58,66,70",0.440551
5,"46,52,62,66,9",0.639862
5,"46,52,62,66,70",0.427409
5,"46,58,62,66,9",0.642365
5,"46,58,62,66,70",0.429287
5,"46,48,62,66,9",0.604506
5,"5,54,64,66,9",0.417710
5,"5,54,56,58,62",0.602941
5,"5,54,56,58,66",0.575720
5,"5,54,56,58,9",0.572904
5,"5,54,56,58,70",0.416145
5,"5,54,56,58,60",0.604506
5,"5,54,56,62,66",0.561014
5,"5,54,56,62,9",0.556946
5,"5,54,56,62,70",0.407384
5,"5,54,56,66,9",0.533166
5,"5,54,58,62,66",0.583229
5,"5,54,58,62,9",0.568210
5,"5,54,58,62,70",0.414268
5,"5,54,58,66,9",0.547559
5,"5,54,62,66,9",0.529412
5,"5,56,58,62,66",0.809762
5,"5,56,58,62,9",0.778160
5,"5,56,58,62,70",0.571339
5,"5,56,58,66,9",0.762516
5,"5,56,58,66,70",0.546308
5,"5,56,62,66,9",0.739362
5,"5,56,62,66,70",0.535357
5,"5,50,52,58,62",0.560075
5,"5,50,52,58,66",0.547247
5,"5,50,52,58,9",0.527222
5,"5,50,52,58,60",0.563517
5,"5,50,52,62,66",0.534105
5,"5,50,52,62,9",0.516583
5,"5,50,52,66,9",0.503442
5,"5,50,58,62,66",0.535670
5,"5,50,58,62,9",0.517522
5,"5,50,58,66,9",0.504380
5,"5,50,62,66,9",0.493742
5,"5,52,58,62,66",0.849186
5,"5,52,58,62,9",0.804756
5,"5,52,58,62,70",0.591364
5,"5,52,58,66,9",0.796621
5,"5,52,58,66,70",0.569149
5,"5,52,62,66,9",0.765957
5,"5,52,62,66,70",0.555382
5,"5,58,62,66,9",0.768461
5,"5,58,62,66,70",0.557259
5,"54,56,58,62,66",0.592616
5,"54,56,58,62,9",0.592929
5,"54,56,58,62,70",0.420213
5,"54,56,58,66,9",0.561640
5,"54,56,62,66,9",0.545056
5,"54,58,62,66,9",0.556320
5,"24,36,52,58,66",0.408323
5,"24,36,52,58,60",0.408323
5,"24,56,58,62,66",0.400501
5,"24,52,58,62,66",0.415207
5,"24,29,34,58,66",0.408323
5,"24,29,34,58,60",0.408323
5,"24,29,34,40,66",0.402065
5,"24,29,34,40,60",0.402065
5,"24,29,58,62,66",0.416145
5,"24,29,40,62,66",0.411452
5,"21,36,42,44,7",0.471214
5,"21,36,42,44,64",0.436483
5,"21,36,42,44,56",0.456508
5,"21,36,42,44,52",0.487171
5,"21,36,42,44,58",0.488423
5,"21,36,42,44,48",0.467459
5,"21,36,42,44,62",0.464330
5,"21,36,42,44,66",0.461827
5,"21,36,42,44,9",0.436170
5,"21,36,42,44,60",0.480601
5,"21,36,42,7,9",0.496245
5,"21,36,42,64,66",0.487171
5,"21,36,42,64,9",0.454631
5,"21,36,42,56,58",0.539424
5,"21,36,42,56,62",0.514080
5,"21,36,42,56,66",0.512829
5,"21,36,42,56,9",0.490613
5,"21,36,42,56,60",0.531602
5,"21,36,42,52,58",0.574468
5,"21,36,42,52,62",0.540363
5,"21,36,42,52,66",0.547872
5,"21,36,42,52,9",0.514080
5,"21,36,42,52,60",0.566646
5,"21,36,42,58,62",0.541927
5,"21,36,42,58,66",0.549124
5,"21,36,42,58,9",0.515019
5,"21,36,42,58,60",0.567897
5,"21,36,42,48,62",0.520651
5,"21,36,42,48,66",0.533479
5,"21,36,42,48,9",0.494055
5,"21,36,42,48,60",0.550688
5,"21,36,42,62,66",0.516896
5,"21,36,42,62,9",0.483417
5,"21,36,42,66,9",0.489362
5,"21,36,44,7,9",0.488110
5,"21,36,44,64,66",0.435232
5,"21,36,44,64,9",0.413329
5,"21,36,44,56,58",0.529099
5,"21,36,44,56,62",0.509074
5,"21,36,44,56,66",0.490926
5,"21,36,44,56,9",0.480288
5,"21,36,44,56,60",0.515957
5,"21,36,44,52,58",0.564456
5,"21,36,44,52,62",0.537234
5,"21,36,44,52,66",0.526283
5,"21,36,44,52,9",0.503755
5,"21,36,44,52,60",0.551314
5,"21,36,44,58,62",0.540363
5,"21,36,44,58,66",0.529099
5,"21,36,44,58,9",0.505632
5,"21,36,44,58,60",0.554130
5,"21,36,44,48,62",0.512516
5,"21,36,44,48,66",0.510013
5,"21,36,44,48,9",0.478098
5,"21,36,44,48,60",0.531602
5,"21,36,44,62,66",0.504068
5,"21,36,44,62,9",0.480601
5,"21,36,44,66,9",0.470901
5,"21,36,38,56,58",0.413642
5,"21,36,38,56,62",0.402065
5,"21,36,38,56,60",0.403630
5,"21,36,38,52,58",0.436483
5,"21,36,38,52,62",0.422716
5,"21,36,38,52,66",0.407384
5,"21,36,38,52,60",0.426471
5,"21,36,38,58,62",0.424593
5,"21,36,38,58,66",0.408949
5,"21,36,38,58,60",0.428035
5,"21,36,38,40,48",0.413955
5,"21,36,38,40,62",0.424593
5,"21,36,38,40,66",0.409262
5,"21,36,38,40,60",0.428348
5,"21,36,38,48,60",0.408636
5,"21,36,64,66,9",0.452753
5,"21,36,56,58,62",0.605131
5,"21,36,56,58,66",0.592616
5,"21,36,56,58,9",0.575094
5,"21,36,56,58,60",0.620463
5,"21,36,56,62,66",0.566020
5,"21,36,56,62,9",0.547247
5,"21,36,56,66,9",0.538173
5,"21,36,52,58,62",0.635482
5,"21,36,52,58,66",0.634543
5,"21,36,52,58,9",0.603254
5,"21,36,52,58,70",0.402378
5,"21,36,52,58,60",0.662390
5,"21,36,52,62,66",0.596370
5,"21,36,52,62,9",0.566646
5,"21,36,52,66,9",0.566333
5,"21,36,58,62,66",0.599499
5,"21,36,58,62,9",0.568836
5,"21,36,58,66,9",0.568210
5,"21,36,40,48,62",0.606070
5,"21,36,40,48,66",0.611076
5,"21,36,40,48,9",0.571026
5,"21,36,40,48,60",0.635169
5,"21,36,40,62,66",0.594806
5,"21,36,40,62,9",0.565081
5,"21,36,40,66,9",0.561952
5,"21,36,48,62,66",0.580100
5,"21,36,48,62,9",0.540989
5,"21,36,48,66,9",0.549124
5,"21,36,62,66,9",0.533479
5,"21,42,44,7,9",0.433980
5,"21,42,44,64,66",0.426471
5,"21,42,44,64,9",0.400188
5,"21,42,44,56,58",0.471527
5,"21,42,44,56,62",0.454005
5,"21,42,44,56,66",0.444931
5,"21,42,44,56,9",0.429912
5,"21,42,44,56,60",0.463705
5,"21,42,44,52,58",0.502190
5,"21,42,44,52,62",0.478098
5,"21,42,44,52,66",0.475594
5,"21,42,44,52,9",0.450250
5,"21,42,44,52,60",0.494368
5,"21,42,44,58,62",0.479662
5,"21,42,44,58,66",0.476846
5,"21,42,44,58,9",0.451189
5,"21,42,44,58,60",0.495620
5,"21,42,44,48,62",0.447747
5,"21,42,44,48,66",0.450563
5,"21,42,44,48,9",0.419587
5,"21,42,44,48,60",0.467772
5,"21,42,44,62,66",0.454631
5,"21,42,44,62,9",0.428661
5,"21,42,44,66,9",0.425532
5,"21,42,64,66,9",0.445557
5,"21,42,56,58,62",0.529412
5,"21,42,56,58,66",0.527847
5,"21,42,56,58,9",0.505632
5,"21,42,56,58,60",0.546621
5,"21,42,56,62,66",0.504380
5,"21,42,56,62,9",0.480914
5,"21,42,56,66,9",0.479975
5,"21,42,52,58,62",0.555695
5,"21,42,52,58,66",0.562891
5,"21,42,52,58,9",0.529099
5,"21,42,52,58,60",0.581665
5,"21,42,52,62,66",0.530663
5,"21,42,52,62,9",0.497497
5,"21,42,52,66,9",0.503442
5,"21,42,58,62,66",0.532228
5,"21,42,58,62,9",0.498748
5,"21,42,58,66,9",0.504380
5,"21,42,48,62,66",0.505632
5,"21,42,48,62,9",0.466834
5,"21,42,48,66,9",0.478098
5,"21,42,62,66,9",0.474656
5,"21,44,56,58,62",0.525970
5,"21,44,56,58,66",0.507509
5,"21,44,56,58,9",0.496871
5,"21,44,56,58,60",0.532541
5,"21,44,56,62,66",0.489675
5,"21,44,56,62,9",0.477159
5,"21,44,56,66,9",0.462140
5,"21,44,52,58,62",0.554130
5,"21,44,52,58,66",0.542866
5,"21,44,52,58,9",0.520338
5,"21,44,52,58,60",0.567897
5,"21,44,52,62,66",0.517835
5,"21,44,52,62,9",0.495307
5,"21,44,52,66,9",0.485607
5,"21,44,58,62,66",0.520964
5,"21,44,58,62,9",0.497497
5,"21,44,58,66,9",0.487484
5,"21,44,48,62,66",0.489362
5,"21,44,48,62,9",0.457447
5,"21,44,48,66,9",0.456195
5,"21,44,62,66,9",0.464330
5,"21,38,56,58,62",0.417397
5,"21,38,56,58,60",0.418648
5,"21,38,52,58,62",0.438048
5,"21,38,52,58,66",0.422403
5,"21,38,52,58,9",0.411765
5,"21,38,52,58,60",0.441489
5,"21,38,52,62,66",0.409574
5,"21,38,58,62,66",0.411452
5,"21,38,58,62,9",0.400188
5,"21,38,40,48,62",0.403942
5,"21,38,40,48,60",0.412703
5,"21,38,40,62,66",0.411452
5,"21,38,40,62,9",0.400188
5,"21,27,56,58,62",0.437422
5,"21,27,56,58,66",0.429287
5,"21,27,56,58,9",0.422403
5,"21,27,56,58,60",0.449937
5,"21,27,56,62,66",0.407697
5,"21,27,56,62,9",0.400501
5,"21,27,52,58,62",0.455882
5,"21,27,52,58,66",0.459324
5,"21,27,52,58,9",0.441802
5,"21,27,52,58,60",0.479975
5,"21,27,52,62,66",0.426158
5,"21,27,52,62,9",0.411139
5,"21,27,52,66,9",0.415207
5,"21,27,29,34,58",0.463392
5,"21,27,29,34,40",0.456508
5,"21,27,29,34,48",0.443680
5,"21,27,29,34,62",0.431477
5,"21,27,29,34,66",0.437422
5,"21,27,29,34,9",0.420526
5,"21,27,29,34,60",0.454005
5,"21,27,29,58,62",0.456821
5,"21,27,29,58,66",0.462453
5,"21,27,29,58,9",0.442741
5,"21,27,29,58,60",0.481539
5,"21,27,29,40,48",0.463392
5,"21,27,29,40,62",0.452128
5,"21,27,29,40,66",0.455257
5,"21,27,29,40,9",0.436170
5,"21,27,29,40,60",0.474030
5,"21,27,29,3,48",0.419274
5,"21,27,29,3,62",0.406133
5,"21,27,29,3,66",0.413642
5,"21,27,29,3,60",0.428035
5,"21,27,29,48,62",0.436796
5,"21,27,29,48,66",0.447121
5,"21,27,29,48,9",0.423029
5,"21,27,29,48,60",0.464330
5,"21,27,29,62,66",0.429287
5,"21,27,29,62,9",0.412078
5,"21,27,29,66,9",0.417397
5,"21,27,34,58,62",0.431477
5,"21,27,34,58,66",0.437109
5,"21,27,34,58,9",0.420213
5,"21,27,34,58,60",0.453692
5,"21,27,34,40,48",0.436483
5,"21,27,34,40,62",0.427722
5,"21,27,34,40,66",0.430851
5,"21,27,34,40,9",0.414268
5,"21,27,34,40,60",0.447121
5,"21,27,34,48,62",0.411452
5,"21,27,34,48,66",0.421777
5,"21,27,34,48,9",0.400501
5,"21,27,34,48,60",0.436483
5,"21,27,34,62,66",0.406446
5,"21,27,58,62,66",0.429287
5,"21,27,58,62,9",0.413329
5,"21,27,58,66,9",0.417084
5,"21,27,40,48,62",0.434293
5,"21,27,40,48,66",0.439612
5,"21,27,40,48,9",0.417397
5,"21,27,40,48,60",0.458073
5,"21,27,40,62,66",0.424593
5,"21,27,40,62,9",0.409574
5,"21,27,40,66,9",0.410826
5,"21,27,3,48,66",0.400501
5,"21,27,3,48,60",0.413016
5,"21,27,48,62,66",0.413642
5,"21,27,48,66,9",0.401752
5,"21,56,58,62,66",0.582916
5,"21,56,58,62,9",0.564143
5,"21,56,58,66,9",0.554756
5,"21,56,62,66,9",0.528786
5,"21,52,58,62,66",0.613267
5,"21,52,58,62,9",0.583542
5,"21,52,58,62,70",0.403317
5,"21,52,58,66,9",0.582916
5,"21,52,62,66,9",0.548185
5,"21,31,34,58,62",0.484668
5,"21,31,34,58,66",0.496871
5,"21,31,34,58,9",0.466521
5,"21,31,34,58,60",0.512829
5,"21,31,34,40,48",0.478411
5,"21,31,34,40,62",0.483104
5,"21,31,34,40,66",0.494055
5,"21,31,34,40,9",0.463705
5,"21,31,34,40,60",0.509700
5,"21,31,34,48,62",0.449625
5,"21,31,34,48,66",0.467772
5,"21,31,34,48,9",0.431477
5,"21,31,34,48,60",0.480288
5,"21,31,34,62,66",0.465895
5,"21,31,34,62,9",0.437735
5,"21,31,34,66,9",0.446809
5,"21,31,58,62,66",0.490300
5,"21,31,58,62,9",0.456821
5,"21,31,58,66,9",0.467146
5,"21,31,40,48,62",0.473717
5,"21,31,40,48,66",0.491239
5,"21,31,40,48,9",0.449625
5,"21,31,40,48,60",0.505319
5,"21,31,40,62,66",0.487797
5,"21,31,40,62,9",0.454944
5,"21,31,40,66,9",0.464018
5,"21,31,48,62,66",0.461202
5,"21,31,48,62,9",0.421777
5,"21,31,48,66,9",0.438048
5,"21,31,62,66,9",0.436796
5,"21,29,34,58,62",0.622028
5,"21,29,34,58,66",0.622966
5,"21,29,34,58,9",0.595432
5,"21,29,34,58,70",0.413642
5,"21,29,34,58,60",0.646746
5,"21,29,34,40,48",0.612641
5,"21,29,34,40,62",0.618273
5,"21,29,34,40,66",0.616708
5,"21,29,34,40,9",0.589487
5,"21,29,34,40,70",0.413955
5,"21,29,34,40,60",0.640175
5,"21,29,34,48,62",0.581977
5,"21,29,34,48,66",0.591677
5,"21,29,34,48,9",0.555695
5,"21,29,34,48,60",0.612015
5,"21,29,34,62,66",0.587610
5,"21,29,34,62,9",0.561327
5,"21,29,34,66,9",0.561952
5,"21,29,58,62,66",0.613892
5,"21,29,58,62,9",0.583229
5,"21,29,58,62,70",0.404881
5,"21,29,58,66,9",0.583855
5,"21,29,40,48,62",0.606070
5,"21,29,40,48,66",0.613267
5,"21,29,40,48,9",0.573217
5,"21,29,40,48,60",0.635795
5,"21,29,40,62,66",0.609199
5,"21,29,40,62,9",0.579474
5,"21,29,40,62,70",0.404881
5,"21,29,40,66,9",0.577597
5,"21,29,3,48,62",0.542240
5,"21,29,3,48,66",0.553191
5,"21,29,3,48,9",0.515332
5,"21,29,3,48,60",0.569462
5,"21,29,3,62,66",0.549124
5,"21,29,3,62,9",0.520025
5,"21,29,3,66,9",0.524406
5,"21,29,48,62,66",0.582290
5,"21,29,48,62,9",0.543179
5,"21,29,48,66,9",0.552566
5,"21,29,62,66,9",0.549124
5,"21,34,58,62,66",0.588861
5,"21,34,58,62,9",0.561952
5,"21,34,58,66,9",0.562265
5,"21,34,40,48,62",0.579474
5,"21,34,40,48,66",0.586358
5,"21,34,40,48,9",0.550063
5,"21,34,40,48,60",0.606383
5,"21,34,40,62,66",0.585106
5,"21,34,40,62,9",0.558824
5,"21,34,40,66,9",0.556633
5,"21,34,48,62,66",0.557259
5,"21,34,48,62,9",0.521902
5,"21,34,48,66,9",0.530976
5,"21,34,62,66,9",0.530038
5,"21,58,62,66,9",0.550375
5,"21,40,48,62,66",0.580100
5,"21,40,48,62,9",0.541927
5,"21,40,48,66,9",0.547247
5,"21,40,62,66,9",0.546621
5,"21,3,48,62,66",0.520025
5,"21,3,48,62,9",0.484981
5,"21,3,48,66,9",0.495307
5,"21,3,62,66,9",0.494681
5,"21,25,48,62,66",0.532854
5,"21,25,48,62,9",0.491865
5,"21,25,48,66,9",0.498123
5,"21,25,62,66,9",0.487171
5,"21,48,62,66,9",0.518773
5,"36,42,44,72,9",0.469650
5,"36,42,44,68,7",0.416145
5,"36,42,44,74,9",0.452441
5,"36,42,44,7,9",0.577284
5,"36,42,44,7,70",0.426471
5,"36,42,44,64,66",0.596683
5,"36,42,44,64,9",0.557885
5,"36,42,44,64,70",0.402065
5,"36,42,44,56,58",0.642053
5,"36,42,44,56,62",0.624218
5,"36,42,44,56,66",0.611076
5,"36,42,44,56,9",0.584481
5,"36,42,44,56,70",0.415207
5,"36,42,44,56,60",0.634230
5,"36,42,44,50,52",0.403630
5,"36,42,44,50,58",0.403942
5,"36,42,44,52,58",0.677096
5,"36,42,44,52,62",0.652378
5,"36,42,44,52,66",0.646120
5,"36,42,44,52,9",0.608260
5,"36,42,44,52,70",0.430225
5,"36,42,44,52,60",0.669274
5,"36,42,44,58,62",0.654255
5,"36,42,44,58,66",0.647685
5,"36,42,44,58,9",0.609512
5,"36,42,44,58,70",0.430538
5,"36,42,44,58,60",0.670839
5,"36,42,44,48,62",0.627660
5,"36,42,44,48,66",0.627972
5,"36,42,44,48,9",0.583229
5,"36,42,44,48,70",0.405194
5,"36,42,44,48,60",0.648310
5,"36,42,44,62,66",0.624844
5,"36,42,44,62,9",0.586358
5,"36,42,44,62,70",0.418648
5,"36,42,44,66,9",0.579474
5,"36,42,44,66,70",0.405507
5,"36,42,68,7,9",0.436170
5,"36,42,64,66,9",0.644869
5,"36,42,64,66,70",0.459950
5,"36,42,56,58,62",0.749374
5,"36,42,56,58,66",0.744368
5,"36,42,56,58,9",0.705882
5,"36,42,56,58,70",0.498748
5,"36,42,56,58,60",0.768148
5,"36,42,56,62,66",0.719337
5,"36,42,56,62,9",0.679599
5,"36,42,56,62,70",0.487797
5,"36,42,56,66,9",0.675532
5,"36,42,56,66,70",0.473717
5,"36,42,50,52,58",0.495620
5,"36,42,50,52,62",0.481227
5,"36,42,50,52,66",0.477472
5,"36,42,50,52,9",0.454318
5,"36,42,50,52,60",0.490613
5,"36,42,50,58,62",0.481539
5,"36,42,50,58,66",0.477785
5,"36,42,50,58,9",0.454631
5,"36,42,50,58,60",0.490926
5,"36,42,50,62,66",0.463392
5,"36,42,50,62,9",0.442741
5,"36,42,50,66,9",0.437422
5,"36,42,52,58,62",0.783479
5,"36,42,52,58,66",0.787547
5,"36,42,52,58,9",0.735920
5,"36,42,52,58,70",0.517522
5,"36,42,52,58,60",0.811327
5,"36,42,52,62,66",0.753442
5,"36,42,52,62,9",0.702441
5,"36,42,52,62,70",0.504380
5,"36,42,52,66,9",0.705569
5,"36,42,52,66,70",0.492491
5,"36,42,58,62,66",0.755319
5,"36,42,58,62,9",0.704005
5,"36,42,58,62,70",0.505006
