Size,Items,Support
4,"pos11_31,pos35_103,pos36_106,pos4_10",0.689891
4,"pos11_31,pos35_103,pos36_106,pos5_13",0.778720
4,"pos11_31,pos35_103,pos36_106,pos40_118",0.740693
4,"pos11_31,pos35_103,pos4_10,pos5_13",0.689891
4,"pos11_31,pos24_72,pos36_106,pos4_10",0.695738
4,"pos11_31,pos24_72,pos36_106,pos5_13",0.785144
4,"pos11_31,pos24_72,pos36_106,pos40_118",0.746806
4,"pos11_31,pos24_72,pos30_88,pos4_10",0.697352
4,"pos11_31,pos24_72,pos30_88,pos31_91",0.874240
4,"pos11_31,pos24_72,pos30_88,pos5_13",0.786758
4,"pos11_31,pos24_72,pos30_88,pos40_118",0.748420
4,"pos11_31,pos24_72,pos4_10,pos5_13",0.706514
4,"pos11_31,pos24_72,pos31_91,pos5_13",0.794825
4,"pos11_31,pos24_72,pos31_91,pos40_118",0.756487
4,"pos11_31,pos36_106,pos4_10,pos5_13",0.717779
4,"pos11_31,pos12_34,pos30_88,pos4_10",0.719393
4,"pos11_31,pos12_34,pos30_88,pos31_91",0.896680
4,"pos11_31,pos12_34,pos30_88,pos5_13",0.809198
4,"pos11_31,pos12_34,pos30_88,pos40_118",0.770860
4,"pos11_31,pos12_34,pos18_52,pos4_10",0.693222
4,"pos11_31,pos12_34,pos18_52,pos31_91",0.869014
4,"pos11_31,pos12_34,pos18_52,pos21_63",0.583359
4,"pos11_31,pos12_34,pos18_52,pos1_1",0.571843
4,"pos11_31,pos12_34,pos18_52,pos5_13",0.782776
4,"pos11_31,pos12_34,pos18_52,pos40_118",0.744690
4,"pos11_31,pos12_34,pos18_52,pos28_82",0.795195
4,"pos11_31,pos12_34,pos4_10,pos5_13",0.728555
4,"pos11_31,pos12_34,pos31_91,pos5_13",0.817265
4,"pos11_31,pos12_34,pos31_91,pos40_118",0.778927
4,"pos11_31,pos12_34,pos21_63,pos5_13",0.542002
4,"pos11_31,pos12_34,pos21_63,pos40_118",0.510206
4,"pos11_31,pos12_34,pos21_63,pos28_82",0.551164
4,"pos11_31,pos12_34,pos1_1,pos5_13",0.540965
4,"pos11_31,pos12_34,pos1_1,pos40_118",0.512989
4,"pos11_31,pos12_34,pos1_1,pos28_82",0.542431
4,"pos11_31,pos12_34,pos15_44,pos16_46",0.480232
4,"pos11_31,pos30_88,pos4_10,pos5_13",0.719393
4,"pos11_31,pos30_88,pos31_91,pos5_13",0.809198
4,"pos11_31,pos30_88,pos31_91,pos40_118",0.770860
4,"pos11_31,pos18_52,pos4_10,pos5_13",0.693222
4,"pos11_31,pos18_52,pos31_91,pos5_13",0.781533
4,"pos11_31,pos18_52,pos31_91,pos40_118",0.743446
4,"pos11_31,pos18_52,pos21_63,pos5_13",0.509881
4,"pos11_31,pos18_52,pos21_63,pos40_118",0.478337
4,"pos11_31,pos18_52,pos21_63,pos28_82",0.519295
4,"pos11_31,pos18_52,pos1_1,pos5_13",0.517696
4,"pos11_31,pos18_52,pos1_1,pos40_118",0.489927
4,"pos11_31,pos18_52,pos1_1,pos28_82",0.519384
4,"pos14_40,pos22_66,pos37_109,pos43_127",0.421274
4,"pos14_40,pos22_66,pos37_109,pos6_16",0.413443
4,"pos14_40,pos22_66,pos37_109,pos7_19",0.420519
4,"pos14_40,pos22_66,pos23_69,pos25_75",0.422340
4,"pos14_40,pos22_66,pos23_69,pos29_85",0.406916
4,"pos14_40,pos22_66,pos23_69,pos43_127",0.421807
4,"pos14_40,pos22_66,pos23_69,pos41_121",0.400506
4,"pos14_40,pos22_66,pos23_69,pos6_16",0.413976
4,"pos14_40,pos22_66,pos23_69,pos35_103",0.401720
4,"pos14_40,pos22_66,pos23_69,pos24_72",0.422340
4,"pos14_40,pos22_66,pos23_69,pos7_19",0.421052
4,"pos14_40,pos22_66,pos23_69,pos36_106",0.417070
4,"pos14_40,pos22_66,pos23_69,pos30_88",0.418151
4,"pos14_40,pos22_66,pos23_69,pos31_91",0.421851
4,"pos14_40,pos22_66,pos25_75,pos29_85",0.406916
4,"pos14_40,pos22_66,pos25_75,pos43_127",0.421807
4,"pos14_40,pos22_66,pos25_75,pos41_121",0.400506
4,"pos14_40,pos22_66,pos25_75,pos6_16",0.413976
4,"pos14_40,pos22_66,pos25_75,pos35_103",0.401720
4,"pos14_40,pos22_66,pos25_75,pos7_19",0.421052
4,"pos14_40,pos22_66,pos25_75,pos36_106",0.417070
4,"pos14_40,pos22_66,pos25_75,pos30_88",0.418151
4,"pos14_40,pos22_66,pos25_75,pos31_91",0.421851
4,"pos14_40,pos22_66,pos29_85,pos43_127",0.406383
4,"pos14_40,pos22_66,pos29_85,pos7_19",0.405628
4,"pos14_40,pos22_66,pos29_85,pos36_106",0.401646
4,"pos14_40,pos22_66,pos29_85,pos30_88",0.406916
4,"pos14_40,pos22_66,pos29_85,pos31_91",0.406916
4,"pos14_40,pos22_66,pos43_127,pos6_16",0.413443
4,"pos14_40,pos22_66,pos43_127,pos7_19",0.420519
4,"pos14_40,pos22_66,pos6_16,pos7_19",0.413976
4,"pos14_40,pos22_66,pos35_103,pos7_19",0.400432
4,"pos14_40,pos22_66,pos35_103,pos36_106",0.401720
4,"pos14_40,pos22_66,pos24_72,pos7_19",0.421052
4,"pos14_40,pos22_66,pos24_72,pos36_106",0.417070
4,"pos14_40,pos22_66,pos24_72,pos30_88",0.418151
4,"pos14_40,pos22_66,pos24_72,pos31_91",0.421851
4,"pos14_40,pos22_66,pos30_88,pos31_91",0.418151
4,"pos14_40,pos37_109,pos43_127,pos6_16",0.464733
4,"pos14_40,pos37_109,pos43_127,pos7_19",0.471809
4,"pos14_40,pos37_109,pos43_127,pos4_10",0.407715
4,"pos14_40,pos37_109,pos43_127,pos5_13",0.446083
4,"pos14_40,pos37_109,pos41_121,pos6_16",0.443255
4,"pos14_40,pos37_109,pos41_121,pos7_19",0.450331
4,"pos14_40,pos37_109,pos41_121,pos5_13",0.424604
4,"pos14_40,pos37_109,pos6_16,pos7_19",0.465266
4,"pos14_40,pos37_109,pos4_10,pos5_13",0.408248
4,"pos14_40,pos23_69,pos25_75,pos29_85",0.436387
4,"pos14_40,pos23_69,pos25_75,pos43_127",0.451382
4,"pos14_40,pos23_69,pos25_75,pos41_121",0.429904
4,"pos14_40,pos23_69,pos25_75,pos6_16",0.443551
4,"pos14_40,pos23_69,pos25_75,pos35_103",0.431132
4,"pos14_40,pos23_69,pos25_75,pos7_19",0.450627
4,"pos14_40,pos23_69,pos25_75,pos36_106",0.446645
4,"pos14_40,pos23_69,pos25_75,pos30_88",0.447726
4,"pos14_40,pos23_69,pos25_75,pos31_91",0.451426
4,"pos14_40,pos23_69,pos25_75,pos5_13",0.424900
4,"pos14_40,pos23_69,pos25_75,pos28_82",0.412689
4,"pos14_40,pos23_69,pos29_85,pos43_127",0.435854
4,"pos14_40,pos23_69,pos29_85,pos41_121",0.414376
4,"pos14_40,pos23_69,pos29_85,pos6_16",0.428024
4,"pos14_40,pos23_69,pos29_85,pos35_103",0.415605
4,"pos14_40,pos23_69,pos29_85,pos7_19",0.435099
4,"pos14_40,pos23_69,pos29_85,pos36_106",0.431117
4,"pos14_40,pos23_69,pos29_85,pos30_88",0.436387
4,"pos14_40,pos23_69,pos29_85,pos31_91",0.436387
4,"pos14_40,pos23_69,pos29_85,pos5_13",0.409373
4,"pos14_40,pos23_69,pos43_127,pos6_16",0.443018
4,"pos14_40,pos23_69,pos43_127,pos7_19",0.450094
4,"pos14_40,pos23_69,pos43_127,pos5_13",0.424368
4,"pos14_40,pos23_69,pos41_121,pos6_16",0.421540
4,"pos14_40,pos23_69,pos41_121,pos7_19",0.428616
4,"pos14_40,pos23_69,pos41_121,pos5_13",0.402889
4,"pos14_40,pos23_69,pos6_16,pos7_19",0.443551
4,"pos14_40,pos23_69,pos35_103,pos7_19",0.429844
4,"pos14_40,pos23_69,pos35_103,pos36_106",0.431132
4,"pos14_40,pos23_69,pos35_103,pos5_13",0.404118
4,"pos14_40,pos23_69,pos24_72,pos7_19",0.450627
4,"pos14_40,pos23_69,pos24_72,pos36_106",0.446645
4,"pos14_40,pos23_69,pos24_72,pos30_88",0.447726
4,"pos14_40,pos23_69,pos24_72,pos31_91",0.451426
4,"pos14_40,pos23_69,pos24_72,pos5_13",0.424900
4,"pos14_40,pos23_69,pos24_72,pos28_82",0.412689
4,"pos14_40,pos23_69,pos36_106,pos5_13",0.419631
4,"pos14_40,pos23_69,pos30_88,pos31_91",0.447726
4,"pos14_40,pos23_69,pos30_88,pos5_13",0.420711
4,"pos14_40,pos23_69,pos31_91,pos5_13",0.424412
4,"pos14_40,pos17_49,pos19_55,pos25_75",0.405006
4,"pos14_40,pos17_49,pos19_55,pos43_127",0.405539
4,"pos14_40,pos17_49,pos19_55,pos7_19",0.404784
4,"pos14_40,pos17_49,pos19_55,pos36_106",0.400802
4,"pos14_40,pos17_49,pos19_55,pos30_88",0.401883
4,"pos14_40,pos17_49,pos19_55,pos31_91",0.405583
4,"pos14_40,pos17_49,pos25_75,pos43_127",0.404473
4,"pos14_40,pos17_49,pos25_75,pos7_19",0.403718
4,"pos14_40,pos17_49,pos25_75,pos30_88",0.400817
4,"pos14_40,pos17_49,pos25_75,pos31_91",0.404518
4,"pos14_40,pos17_49,pos43_127,pos7_19",0.404251
4,"pos14_40,pos17_49,pos30_88,pos31_91",0.401883
4,"pos14_40,pos17_49,pos18_52,pos31_91",0.405583
4,"pos14_40,pos19_55,pos25_75,pos29_85",0.451308
4,"pos14_40,pos19_55,pos25_75,pos43_127",0.466303
4,"pos14_40,pos19_55,pos25_75,pos41_121",0.444824
4,"pos14_40,pos19_55,pos25_75,pos6_16",0.458472
4,"pos14_40,pos19_55,pos25_75,pos35_103",0.446053
4,"pos14_40,pos19_55,pos25_75,pos7_19",0.465548
4,"pos14_40,pos19_55,pos25_75,pos36_106",0.461566
4,"pos14_40,pos19_55,pos25_75,pos30_88",0.462646
4,"pos14_40,pos19_55,pos25_75,pos4_10",0.401454
4,"pos14_40,pos19_55,pos25_75,pos31_91",0.466347
4,"pos14_40,pos19_55,pos25_75,pos5_13",0.439821
4,"pos14_40,pos19_55,pos25_75,pos40_118",0.407833
4,"pos14_40,pos19_55,pos25_75,pos28_82",0.427506
4,"pos14_40,pos19_55,pos29_85,pos43_127",0.451841
4,"pos14_40,pos19_55,pos29_85,pos41_121",0.430363
4,"pos14_40,pos19_55,pos29_85,pos6_16",0.444010
4,"pos14_40,pos19_55,pos29_85,pos35_103",0.431591
4,"pos14_40,pos19_55,pos29_85,pos7_19",0.451086
4,"pos14_40,pos19_55,pos29_85,pos36_106",0.447104
4,"pos14_40,pos19_55,pos29_85,pos30_88",0.452374
4,"pos14_40,pos19_55,pos29_85,pos31_91",0.452374
4,"pos14_40,pos19_55,pos29_85,pos5_13",0.425359
4,"pos14_40,pos19_55,pos43_127,pos6_16",0.459005
4,"pos14_40,pos19_55,pos43_127,pos7_19",0.466080
4,"pos14_40,pos19_55,pos43_127,pos4_10",0.401986
4,"pos14_40,pos19_55,pos43_127,pos5_13",0.440354
4,"pos14_40,pos19_55,pos41_121,pos6_16",0.437527
4,"pos14_40,pos19_55,pos41_121,pos7_19",0.444602
4,"pos14_40,pos19_55,pos41_121,pos5_13",0.418876
4,"pos14_40,pos19_55,pos6_16,pos7_19",0.459538
4,"pos14_40,pos19_55,pos35_103,pos7_19",0.445831
4,"pos14_40,pos19_55,pos35_103,pos36_106",0.447119
4,"pos14_40,pos19_55,pos35_103,pos5_13",0.420105
4,"pos14_40,pos19_55,pos24_72,pos7_19",0.459952
4,"pos14_40,pos19_55,pos24_72,pos36_106",0.455971
4,"pos14_40,pos19_55,pos24_72,pos30_88",0.457051
4,"pos14_40,pos19_55,pos24_72,pos31_91",0.460752
4,"pos14_40,pos19_55,pos24_72,pos5_13",0.434226
4,"pos14_40,pos19_55,pos24_72,pos40_118",0.402238
4,"pos14_40,pos19_55,pos24_72,pos28_82",0.421910
4,"pos14_40,pos19_55,pos36_106,pos5_13",0.435617
4,"pos14_40,pos19_55,pos36_106,pos40_118",0.403630
4,"pos14_40,pos19_55,pos30_88,pos31_91",0.463712
4,"pos14_40,pos19_55,pos30_88,pos5_13",0.436698
4,"pos14_40,pos19_55,pos30_88,pos40_118",0.404710
4,"pos14_40,pos19_55,pos4_10,pos5_13",0.402519
4,"pos14_40,pos19_55,pos31_91,pos5_13",0.440398
4,"pos14_40,pos19_55,pos31_91,pos40_118",0.408411
4,"pos14_40,pos25_75,pos29_85,pos43_127",0.457036
4,"pos14_40,pos25_75,pos29_85,pos41_121",0.435558
4,"pos14_40,pos25_75,pos29_85,pos6_16",0.449206
4,"pos14_40,pos25_75,pos29_85,pos35_103",0.436787
4,"pos14_40,pos25_75,pos29_85,pos7_19",0.456281
4,"pos14_40,pos25_75,pos29_85,pos36_106",0.452300
4,"pos14_40,pos25_75,pos29_85,pos30_88",0.457569
4,"pos14_40,pos25_75,pos29_85,pos31_91",0.457569
4,"pos14_40,pos25_75,pos29_85,pos5_13",0.430555
4,"pos14_40,pos25_75,pos43_127,pos6_16",0.464201
4,"pos14_40,pos25_75,pos43_127,pos7_19",0.471276
4,"pos14_40,pos25_75,pos43_127,pos4_10",0.407182
4,"pos14_40,pos25_75,pos43_127,pos5_13",0.445550
4,"pos14_40,pos25_75,pos41_121,pos6_16",0.442722
4,"pos14_40,pos25_75,pos41_121,pos7_19",0.449798
4,"pos14_40,pos25_75,pos41_121,pos5_13",0.424072
4,"pos14_40,pos25_75,pos6_16,pos7_19",0.464733
4,"pos14_40,pos25_75,pos35_103,pos7_19",0.451027
4,"pos14_40,pos25_75,pos35_103,pos36_106",0.452314
4,"pos14_40,pos25_75,pos35_103,pos5_13",0.425300
4,"pos14_40,pos25_75,pos36_106,pos4_10",0.402445
4,"pos14_40,pos25_75,pos36_106,pos5_13",0.440813
4,"pos14_40,pos25_75,pos36_106,pos40_118",0.408825
4,"pos14_40,pos25_75,pos30_88,pos4_10",0.403526
4,"pos14_40,pos25_75,pos30_88,pos31_91",0.468908
4,"pos14_40,pos25_75,pos30_88,pos5_13",0.441894
4,"pos14_40,pos25_75,pos30_88,pos40_118",0.409906
4,"pos14_40,pos25_75,pos4_10,pos5_13",0.407715
4,"pos14_40,pos25_75,pos31_91,pos5_13",0.445594
4,"pos14_40,pos25_75,pos31_91,pos40_118",0.413606
4,"pos14_40,pos29_85,pos43_127,pos6_16",0.449739
4,"pos14_40,pos29_85,pos43_127,pos7_19",0.456814
4,"pos14_40,pos29_85,pos43_127,pos5_13",0.431088
4,"pos14_40,pos29_85,pos41_121,pos6_16",0.428261
4,"pos14_40,pos29_85,pos41_121,pos7_19",0.435336
4,"pos14_40,pos29_85,pos41_121,pos5_13",0.409610
4,"pos14_40,pos29_85,pos6_16,pos7_19",0.450272
4,"pos14_40,pos29_85,pos35_103,pos7_19",0.436565
4,"pos14_40,pos29_85,pos35_103,pos36_106",0.437852
4,"pos14_40,pos29_85,pos35_103,pos5_13",0.410838
4,"pos14_40,pos29_85,pos36_106,pos5_13",0.426351
4,"pos14_40,pos29_85,pos30_88,pos31_91",0.458635
4,"pos14_40,pos29_85,pos30_88,pos5_13",0.431621
4,"pos14_40,pos29_85,pos31_91,pos5_13",0.431621
4,"pos14_40,pos43_127,pos6_16,pos7_19",0.465266
4,"pos14_40,pos43_127,pos4_10,pos5_13",0.408248
4,"pos14_40,pos41_121,pos6_16,pos7_19",0.443788
4,"pos14_40,pos35_103,pos36_106,pos5_13",0.426366
4,"pos14_40,pos24_72,pos36_106,pos5_13",0.435218
4,"pos14_40,pos24_72,pos36_106,pos40_118",0.403230
4,"pos14_40,pos24_72,pos30_88,pos31_91",0.463312
4,"pos14_40,pos24_72,pos30_88,pos5_13",0.436298
4,"pos14_40,pos24_72,pos30_88,pos40_118",0.404310
4,"pos14_40,pos24_72,pos4_10,pos5_13",0.402120
4,"pos14_40,pos24_72,pos31_91,pos5_13",0.439999
4,"pos14_40,pos24_72,pos31_91,pos40_118",0.408011
4,"pos14_40,pos36_106,pos4_10,pos5_13",0.403511
4,"pos14_40,pos30_88,pos4_10,pos5_13",0.404592
4,"pos14_40,pos30_88,pos31_91,pos5_13",0.442959
4,"pos14_40,pos30_88,pos31_91,pos40_118",0.410971
4,"pos14_40,pos18_52,pos31_91,pos5_13",0.421259
4,"pos27_79,pos37_109,pos3_7,pos43_127",0.507512
4,"pos27_79,pos37_109,pos3_7,pos41_121",0.471750
4,"pos27_79,pos37_109,pos3_7,pos6_16",0.508785
4,"pos27_79,pos37_109,pos3_7,pos7_19",0.508785
4,"pos27_79,pos37_109,pos3_7,pos4_10",0.508785
4,"pos27_79,pos37_109,pos3_7,pos5_13",0.508785
4,"pos27_79,pos37_109,pos3_7,pos40_118",0.419616
4,"pos27_79,pos37_109,pos39_115,pos43_127",0.565922
4,"pos27_79,pos37_109,pos39_115,pos41_121",0.565922
4,"pos27_79,pos37_109,pos39_115,pos6_16",0.536525
4,"pos27_79,pos37_109,pos39_115,pos7_19",0.558758
4,"pos27_79,pos37_109,pos39_115,pos4_10",0.433723
4,"pos27_79,pos37_109,pos39_115,pos5_13",0.496085
4,"pos27_79,pos37_109,pos39_115,pos40_118",0.565922
4,"pos27_79,pos37_109,pos43_127,pos6_16",0.787320
4,"pos27_79,pos37_109,pos43_127,pos9_25",0.479403
4,"pos27_79,pos37_109,pos43_127,pos7_19",0.811848
4,"pos27_79,pos37_109,pos43_127,pos4_10",0.656868
4,"pos27_79,pos37_109,pos43_127,pos5_13",0.738428
4,"pos27_79,pos37_109,pos41_121,pos6_16",0.743313
4,"pos27_79,pos37_109,pos41_121,pos9_25",0.446157
4,"pos27_79,pos37_109,pos41_121,pos7_19",0.767840
4,"pos27_79,pos37_109,pos41_121,pos4_10",0.614577
4,"pos27_79,pos37_109,pos41_121,pos5_13",0.694658
4,"pos27_79,pos37_109,pos6_16,pos9_25",0.452314
4,"pos27_79,pos37_109,pos6_16,pos7_19",0.788682
4,"pos27_79,pos37_109,pos4_10,pos5_13",0.658229
4,"pos27_79,pos3_7,pos43_127,pos6_16",0.508726
4,"pos27_79,pos3_7,pos43_127,pos7_19",0.508726
4,"pos27_79,pos3_7,pos43_127,pos4_10",0.508726
4,"pos27_79,pos3_7,pos43_127,pos5_13",0.508726
4,"pos27_79,pos3_7,pos41_121,pos6_16",0.472964
4,"pos27_79,pos3_7,pos41_121,pos7_19",0.472964
4,"pos27_79,pos3_7,pos41_121,pos4_10",0.472964
4,"pos27_79,pos3_7,pos41_121,pos5_13",0.472964
4,"pos27_79,pos3_7,pos6_16,pos7_19",0.509999
4,"pos27_79,pos3_7,pos4_10,pos5_13",0.509999
4,"pos27_79,pos39_115,pos43_127,pos6_16",0.537827
4,"pos27_79,pos39_115,pos43_127,pos7_19",0.560060
4,"pos27_79,pos39_115,pos43_127,pos4_10",0.435025
4,"pos27_79,pos39_115,pos43_127,pos5_13",0.497387
4,"pos27_79,pos39_115,pos41_121,pos6_16",0.537827
4,"pos27_79,pos39_115,pos41_121,pos7_19",0.560060
4,"pos27_79,pos39_115,pos41_121,pos4_10",0.435025
4,"pos27_79,pos39_115,pos41_121,pos5_13",0.497387
4,"pos27_79,pos39_115,pos6_16,pos7_19",0.537827
4,"pos27_79,pos39_115,pos4_10,pos5_13",0.435025
4,"pos27_79,pos29_85,pos43_127,pos6_16",0.788623
4,"pos27_79,pos29_85,pos43_127,pos9_25",0.480616
4,"pos27_79,pos29_85,pos43_127,pos7_19",0.813150
4,"pos27_79,pos29_85,pos43_127,pos4_10",0.658170
4,"pos27_79,pos29_85,pos43_127,pos5_13",0.739731
4,"pos27_79,pos29_85,pos41_121,pos6_16",0.744616
4,"pos27_79,pos29_85,pos41_121,pos9_25",0.447370
4,"pos27_79,pos29_85,pos41_121,pos7_19",0.769143
4,"pos27_79,pos29_85,pos41_121,pos4_10",0.615880
4,"pos27_79,pos29_85,pos41_121,pos5_13",0.695960
4,"pos27_79,pos29_85,pos6_16,pos9_25",0.453528
4,"pos27_79,pos29_85,pos6_16,pos7_19",0.789985
4,"pos27_79,pos29_85,pos33_97,pos35_103",0.604245
4,"pos27_79,pos29_85,pos33_97,pos7_19",0.597066
4,"pos27_79,pos29_85,pos33_97,pos36_106",0.604245
4,"pos27_79,pos29_85,pos33_97,pos4_10",0.464452
4,"pos27_79,pos29_85,pos33_97,pos5_13",0.531551
4,"pos27_79,pos29_85,pos33_97,pos40_118",0.502109
4,"pos27_79,pos29_85,pos35_103,pos7_19",0.776367
4,"pos27_79,pos29_85,pos35_103,pos36_106",0.783783
4,"pos27_79,pos29_85,pos35_103,pos4_10",0.622719
4,"pos27_79,pos29_85,pos35_103,pos5_13",0.703154
4,"pos27_79,pos29_85,pos35_103,pos40_118",0.666889
4,"pos27_79,pos29_85,pos36_106,pos4_10",0.649052
4,"pos27_79,pos29_85,pos36_106,pos5_13",0.730465
4,"pos27_79,pos29_85,pos36_106,pos40_118",0.693888
4,"pos27_79,pos29_85,pos30_88,pos4_10",0.659532
4,"pos27_79,pos29_85,pos30_88,pos31_91",0.821928
4,"pos27_79,pos29_85,pos30_88,pos5_13",0.741093
4,"pos27_79,pos29_85,pos30_88,pos40_118",0.704516
4,"pos27_79,pos29_85,pos4_10,pos5_13",0.659532
4,"pos27_79,pos29_85,pos31_91,pos5_13",0.741093
4,"pos27_79,pos29_85,pos31_91,pos40_118",0.704516
4,"pos27_79,pos43_127,pos6_16,pos9_25",0.452270
4,"pos27_79,pos43_127,pos6_16,pos7_19",0.788623
4,"pos27_79,pos43_127,pos4_10,pos5_13",0.658170
4,"pos27_79,pos41_121,pos6_16,pos9_25",0.419024
4,"pos27_79,pos41_121,pos6_16,pos7_19",0.744616
4,"pos27_79,pos41_121,pos4_10,pos5_13",0.615880
4,"pos27_79,pos33_97,pos35_103,pos7_19",0.597066
4,"pos27_79,pos33_97,pos35_103,pos36_106",0.604245
4,"pos27_79,pos33_97,pos35_103,pos4_10",0.464452
4,"pos27_79,pos33_97,pos35_103,pos5_13",0.531551
4,"pos27_79,pos33_97,pos35_103,pos40_118",0.502109
4,"pos27_79,pos33_97,pos36_106,pos4_10",0.464452
4,"pos27_79,pos33_97,pos36_106,pos5_13",0.531551
4,"pos27_79,pos33_97,pos36_106,pos40_118",0.502109
4,"pos27_79,pos33_97,pos4_10,pos5_13",0.464452
4,"pos27_79,pos35_103,pos36_106,pos4_10",0.622719
4,"pos27_79,pos35_103,pos36_106,pos5_13",0.703154
4,"pos27_79,pos35_103,pos36_106,pos40_118",0.666889
4,"pos27_79,pos35_103,pos4_10,pos5_13",0.622719
4,"pos27_79,pos36_106,pos4_10,pos5_13",0.649052
4,"pos27_79,pos30_88,pos4_10,pos5_13",0.659532
4,"pos27_79,pos30_88,pos31_91,pos5_13",0.741093
4,"pos27_79,pos30_88,pos31_91,pos40_118",0.704516
4,"pos13_37,pos22_66,pos37_109,pos3_7",0.523928
4,"pos13_37,pos22_66,pos37_109,pos39_115",0.580961
4,"pos13_37,pos22_66,pos37_109,pos43_127",0.846115
4,"pos13_37,pos22_66,pos37_109,pos41_121",0.799932
4,"pos13_37,pos22_66,pos37_109,pos6_16",0.813950
4,"pos13_37,pos22_66,pos37_109,pos9_25",0.502509
4,"pos13_37,pos22_66,pos37_109,pos7_19",0.839824
4,"pos13_37,pos22_66,pos37_109,pos4_10",0.678405
4,"pos13_37,pos22_66,pos37_109,pos5_13",0.762911
4,"pos13_37,pos22_66,pos37_109,pos40_118",0.724277
4,"pos13_37,pos22_66,pos23_69,pos3_7",0.525142
4,"pos13_37,pos22_66,pos23_69,pos39_115",0.582264
4,"pos13_37,pos22_66,pos23_69,pos32_94",0.405791
4,"pos13_37,pos22_66,pos23_69,pos25_75",0.848780
4,"pos13_37,pos22_66,pos23_69,pos29_85",0.818035
4,"pos13_37,pos22_66,pos23_69,pos26_76",0.492414
4,"pos13_37,pos22_66,pos23_69,pos43_127",0.847418
4,"pos13_37,pos22_66,pos23_69,pos41_121",0.801235
4,"pos13_37,pos22_66,pos23_69,pos6_16",0.815252
4,"pos13_37,pos22_66,pos23_69,pos9_25",0.503723
4,"pos13_37,pos22_66,pos23_69,pos33_97",0.622349
4,"pos13_37,pos22_66,pos23_69,pos35_103",0.809080
4,"pos13_37,pos22_66,pos23_69,pos24_72",0.848780
4,"pos13_37,pos22_66,pos23_69,pos7_19",0.841127
4,"pos13_37,pos22_66,pos23_69,pos36_106",0.837855
4,"pos13_37,pos22_66,pos23_69,pos30_88",0.839469
4,"pos13_37,pos22_66,pos23_69,pos4_10",0.679708
4,"pos13_37,pos22_66,pos23_69,pos31_91",0.847536
4,"pos13_37,pos22_66,pos23_69,pos5_13",0.764214
4,"pos13_37,pos22_66,pos23_69,pos40_118",0.725580
4,"pos13_37,pos22_66,pos23_69,pos28_82",0.774590
4,"pos13_37,pos22_66,pos3_7,pos43_127",0.523869
4,"pos13_37,pos22_66,pos3_7,pos41_121",0.486034
4,"pos13_37,pos22_66,pos3_7,pos6_16",0.525142
4,"pos13_37,pos22_66,pos3_7,pos7_19",0.525142
4,"pos13_37,pos22_66,pos3_7,pos4_10",0.525142
4,"pos13_37,pos22_66,pos3_7,pos5_13",0.525142
4,"pos13_37,pos22_66,pos3_7,pos40_118",0.430910
4,"pos13_37,pos22_66,pos39_115,pos43_127",0.582264
4,"pos13_37,pos22_66,pos39_115,pos41_121",0.582264
4,"pos13_37,pos22_66,pos39_115,pos6_16",0.551283
4,"pos13_37,pos22_66,pos39_115,pos7_19",0.574863
4,"pos13_37,pos22_66,pos39_115,pos4_10",0.443877
4,"pos13_37,pos22_66,pos39_115,pos5_13",0.508815
4,"pos13_37,pos22_66,pos39_115,pos40_118",0.582264
4,"pos13_37,pos22_66,pos32_94,pos43_127",0.404636
4,"pos13_37,pos22_66,pos32_94,pos33_97",0.405791
4,"pos13_37,pos22_66,pos32_94,pos35_103",0.405791
4,"pos13_37,pos22_66,pos32_94,pos7_19",0.400225
4,"pos13_37,pos22_66,pos32_94,pos36_106",0.405791
4,"pos13_37,pos22_66,pos25_75,pos29_85",0.818035
4,"pos13_37,pos22_66,pos25_75,pos26_76",0.492414
4,"pos13_37,pos22_66,pos25_75,pos43_127",0.847418
4,"pos13_37,pos22_66,pos25_75,pos41_121",0.801235
4,"pos13_37,pos22_66,pos25_75,pos6_16",0.815252
4,"pos13_37,pos22_66,pos25_75,pos9_25",0.503723
4,"pos13_37,pos22_66,pos25_75,pos33_97",0.622349
4,"pos13_37,pos22_66,pos25_75,pos35_103",0.809080
4,"pos13_37,pos22_66,pos25_75,pos7_19",0.841127
4,"pos13_37,pos22_66,pos25_75,pos36_106",0.837855
4,"pos13_37,pos22_66,pos25_75,pos30_88",0.839469
4,"pos13_37,pos22_66,pos25_75,pos4_10",0.679708
4,"pos13_37,pos22_66,pos25_75,pos31_91",0.847536
4,"pos13_37,pos22_66,pos25_75,pos5_13",0.764214
4,"pos13_37,pos22_66,pos25_75,pos40_118",0.725580
4,"pos13_37,pos22_66,pos25_75,pos28_82",0.774590
4,"pos13_37,pos22_66,pos29_85,pos43_127",0.816673
4,"pos13_37,pos22_66,pos29_85,pos41_121",0.770490
4,"pos13_37,pos22_66,pos29_85,pos6_16",0.784508
4,"pos13_37,pos22_66,pos29_85,pos9_25",0.479255
4,"pos13_37,pos22_66,pos29_85,pos33_97",0.593795
4,"pos13_37,pos22_66,pos29_85,pos35_103",0.778335
4,"pos13_37,pos22_66,pos29_85,pos7_19",0.810382
4,"pos13_37,pos22_66,pos29_85,pos36_106",0.807111
4,"pos13_37,pos22_66,pos29_85,pos30_88",0.818035
4,"pos13_37,pos22_66,pos29_85,pos4_10",0.650236
4,"pos13_37,pos22_66,pos29_85,pos31_91",0.818035
